김효진,1,2018.10.24.,현질게임최악
kang san Kim,1,2018.10.24.,복귀하려고했으나 서버통합으로 닉네임에 기호가생김   기본적으로 통합되면기간제한없이 니네임변경할수있게해야하는거아닌가요  이러면 차후에도 나같은 복귀유저가 멘붕와서 바로삭제할듯합니다   ㅉㅉ
백경종,4,2018.10.23.,넘 재미있었어요
이덕현,5,2018.10.23.,굿
김쁘띠,5,2018.10.23.,드워프 세이지 유저인ㄷㅔ 힐러상향 부탁해용  힐러가 살수있는 환경 만들어주세엽 응원할게유 
최동근,3,2018.10.23.,간만에 동생이랑 같이할려고 다운받았는데 캐릭터가 사라졌네요  2년동안 하다 올 초엔가 잠깐 접었엇는데   1년도 안되서 캐릭터가 삭제되다뇨   캐릭터 삭베하면 알려줘야되는거 아닌가요 
Google 사용자,5,2018.10.23., ㄴㅓl Ｏ1ㅂ       루ㅈ1미히 ㅊㅕ보세요  어떻게 운이 좋고 근처분 사는 사람을 만나서 정말 재밌게  소개팅 하고 왔어요    나이차이도 딱 35살 이구 같은 동네여서 그런지 채팅도 정말 잘 통했네요   어플로 만남이 될꺼란 상상 전혀 안하고 있었는데   소개팅스토리 이렇게 소개 해줄줄은 상상도 못했어요
김성탁,1,2018.10.23.,강화 욕나옴
최미이,4,2018.10.23.,심심할때  좋네요
김홍석,3,2018.10.22.,게임 참재밌고 좋은데요  자꾸 튕기네요 왜그러죠   재밌고 계속하고싶은데 게임하다 계속튕겨서 하  
달려달려,1,2018.10.22.,1  전투력에 미치는 요소가 너무 많음 그래서 신규 및 복귀유저가 없음 2 현질유도 너무 심함 3 모든게 확률 강화 룬 아가시온성장 뽑기 초월 특강 카드등등등  멘탈약한분 절대 비추 4 캐릭간 벨런스 무너짐 무조건 원거리 딜러해야됨 나머지는 후회함 특히 탱커 힐러 절대 비추 5  이벤트포함 너무 노가다 심함 6  서버불안정 및 잦은 오류 7 자동부활 및 사냥 못잡음 쟁해봐야 자동으로 부활 및 사냥함
레드벨벳예리,4,2018.10.22.,도미누스 UR제작을 하기 위한 레시피가 잘 나오지 않습니다 
최대준,1,2018.10.21.,그냥 돈빨아먹는 쓰레기 게임 케릭간 벨런스 차이넘심함
김금석,5,2018.10.21.,전케릭 찾고 싶네요 방법좀 알려주세요
쑤우,5,2018.10.21.,아 그래픽이랑 직업 선택이랑 뭐 재밌고 좋은데요   오류가 좀 많아서 게임 진행에 불편해요  퀘스트 보상 수락도 잘 안눌려지고 자동이동도 캐릭터가 이동하다가 멈추고 이동하다가 멈추는데 어쩔때는 이동했다가 계속 멈춰있어서 그냥 제가 이동 길이 줄어지는 거 보면서 어림짐작으로 도착하고 그랬거든요  와이파이 연결도 잘터지고 용량도 빵빵한데 빠른해결 부탁드립니다 
미성같은허스키,1,2018.10.21.,짜증나서 글남기는데요   계정연동하면 기존에 있던거 위에 덮어져야 정상 아닌가요  열심히 키웠는데 캐릭터 자체가 사라지는건 좀 아니지 않나싶은데 열심히 키운캐릭터랑 결제한거 다 사라지는건 완전 이 게임에서 공짜로 먹겠다는거 아닌가요  다 환불해주세요 짜증나니까
정의훈,5,2018.10.21.,좋아요
전범수,5,2018.10.21.,재밌게 잘 놀고 있어요
윤형선,1,2018.10.21.,안녕하세요 혹시 제가 아덴10섭 유저인데 게임연결이 자꾸 끊어졌다고하는데 환불받을수있나요 뭐때문에 그런건지 모르겠지만 게임이용하기가 너무 불편해서요
김수정,5,2018.10.21.,오래 됐지만 아직까지 너무 재미있어요 선택의 폭도 넓고 장비를 20강화 그냥 주는게 너무 좋내요 앞으로도 화이팅입니다
박병열,5,2018.10.21.,굿잼
Google 사용자,1,2018.10.20.,딱 하나만 정리함 명예의전장 단 6명이서 하는 3 3 전장에서 그 6명의 핑차이때문에 벌어지는 일 아이폰과 컴퓨터 플레이가 아니면 생기는 그 차이때문에 하기싫어지는 게임
Google 사용자,5,2018.10.20.,억시   는역시
박민수,1,2018.10.20.,게임 엄청 자주 팅기고 파티 매칭중에 팅기고나서 다시 들어가려고 캐릭터 선택창에서 게임하기 누르니 파티 매칭중에는 할수 없는 행동입니다 뜨면서 로그인도 안됨 버그천지 망작게임
양기몰,1,2018.10.20.,아니 디스크 파일이 뭐 개소리에요
클로버,1,2018.10.20.,각종버그에 오류투성이 이딴게임이 과금시스템을 이용하다니 말도 안된다고 생각함   그냥 베타테스트수준의 게임임
Google 사용자,5,2018.10.20.,넘나재밌어욥 
lsy1129,5,2018.10.20.,굿
Google 사용자,1,2018.10.20.,아니 게임시작 누르고 게임 들어가는데 계속 화면 꺼지고 튕기는이유가 뭐야   아      개 짜증나    
김이슬,1,2018.10.20.,게임 다운이 계속안되여   젓원을껏다켜서다시다운을해도 다운이안되네여 용량이큰거같아서 공간확보하고 다운을해도안되고 뭐가문제인거죠 
퀸토,5,2018.10.20.,아주 좋습니다 우리 아빠도해용 제 쌍둥이까지 합니다 정말재밌어요 지금은 안하고있지만 다시 할려고요 
老酒鬼,4,2018.10.20.,이상하게도 황무지에 갇쳐서 매인 임무를 할수가 업지  매인임무를 클릭하면 비정상 적인 이동으로 머라머라 하면서 접속이 끈어져요  어떻게 하면 조을까요
Google 사용자,5,2018.10.20.,ㅕㄱ샤쇼ㅕㄷ7됐어
chunhui Lim,5,2018.10.20.,좋아요
김현준,1,2018.10.19.,렙업하기힘들고 언제360올려 
