최규성,5,2018.10.24.,재밌네요
buy,1,2018.10.24.,초반 캐릭터 밸런스패치 조합찾는맛 좋았다 이후 캐릭도없는 서브스토리 반복이라 몰입하나도안됨 밸런스도 더이상 안잡음 캐릭수급 거의 불가능 추가컨텐츠는 대놓고 유저놀리려고 만든게아닌가 하는느낌
킴찔,5,2018.10.24.,아 알람 왜 꺼도 자꾸 다시켜져서 오는거죠 너무 짜증나네요 ㅡㅡ
박정렬,5,2018.10.24.,재밌는데 스킵 좀    애니 강제로 보게 하니까 짜증
김시형,5,2018.10.24.,굳
Son Gohan,1,2018.10.24.,아니 리뷰 관리 안하세요 뭔 탑 리뷰가 대부분 광고임  게임보다 광고가 재밌다는걸 의미하는건가 
김현,5,2018.10.24.,잼따
Google 사용자,1,2018.10.24.,너무던전도는게힘들도진짜노가다인것갇아요 던전이라도좀 ㅂ복잡하지않게해주셨으면좋겠네요 던전때문에하기싫어집니다
Google 사용자,1,2018.10.24.,결제 돈만 빠져나가고 주문취소 되서 문의 넣엇는데 삼일째 무소식이네 일안시나요 ㅡㅡ
최범,5,2018.10.24.,한편의 에니메이션
SangJo Kim,1,2018.10.24.,첫인상은 좋았었는데 진짜 하면 할 수록 덜만든 게임에 어처구니 없는 운영이 합쳐짐 
임형욱,5,2018.10.24.,스토리 몰입도 굿 bb
쿠키보이,5,2018.10.24.,캐릭터들도 너무 귀엽고 재미있어요 
백정엽,5,2018.10.24.,굿
김신우,4,2018.10.24.,제법 
에링따응,5,2018.10.24.,올ㅋ
김성찬,5,2018.10.24.,굳
조영민,5,2018.10.24.,재미있게 잘 하고있습니다
코난,1,2018.10.24.,월광 9번 3성 ㅋㅋㅋㅋㅋ확률의 최고봉이지 혹시나 시작하시는 분들에게 시간날리지말고 그냥 책 읽으세요  스트레스만 받아요 ㅅㄱ
유대성,5,2018.10.24.,나쁘지않아요
Kim Gert,4,2018.10.24.,버그유저 감싸지말고 과감히 쳐내주시길
Sanghyun Moon,5,2018.10.24.,꽤 할 만한 게임이네요   
정대휘,1,2018.10.24.,오픈 하고 나서부터 계속 해온 사람임  오늘 지우고 리뷰 남긴다  무과금이나 소과금은 운이 앵간하게 좋아야 할수 있는 게임이고  설령 운이 좋다해도 과금러들 절대 못 따라 잡는다  월광 뽑기라는 개 창렬 뽑기가 있는데  이걸 하려면 일반 과금뽑기를 120번 해야 한번 뽑을수 있는 뽑기를 줌  물론 이것도 확렬은 개 창렬이다  같은 회사인 소울워커 해본 사람이면 익숙할거임  운영 거지같이 못하고 이벤트도 개 거지같은 것들만 함  별거 주지도 않으면서 난이도는 앵간한 과금러들도 못깨는 난이도다  옆집 세나 그런거 하다온 애들이면 절대     전체 리뷰
young hoon yu,1,2018.10.24.,아무리 창렬해도 과금시스템이 노답이여도 게임시스템이좋고 스토리가 좋으면 잘갈텐데 스토리가 왜 저기 저 먼곳으로가고잇니     물론 운영은 이미 우주밖으로 떠남 왜 이 게임이 매출 4위나하는건지 의문 
텐나인,1,2018.10.24.,껒어 돈먹는기계같은놈들아 스마게x 믿거 쿠소게o
표주환,3,2018.10.24.,아직 잘모르겠어 가챠 해보고 다시 쓴다
임성진,5,2018.10.24.,굿
sangseok Kim,5,2018.10.24.,rnt
jinhwan jung,1,2018.10.24.,갸챠가 창렬하며 아레나도 밸런스가 문제고    게임에 조금만 비판해도 공식카페에서 정지먹이는 스마게의 저주받을 운영과 여론통제까지    최악이다
이도희,5,2018.10.24.,아주 재미있게 하고 있어요 
애병이,5,2018.10.24.,리세마라   몇 시간을 해야 4성이 뜰까   5성 까지는 필요도없다   제발 4성만이라도ㅠ
안용식,5,2018.10.24.,고퀄리티인정합니다 
김효성,5,2018.10.24.,색다르고 재미있는거 같아서 바로 결제부터함
쵸이,5,2018.10.23.,그냥 재밌는거아님 해보면알음
Google 사용자,5,2018.10.23.,재미남
게겝겈,5,2018.10.23.,일단 꿀잼
Google 사용자,5,2018.10.23.,우왁굳
김성민,5,2018.10.23.,굿
유임상,5,2018.10.23.,신수클릭안되는거실화냐   
오정은,4,2018.10.23.,굿
Google 사용자,5,2018.10.23.,한편의 애니를 보는 듯한 재미가 있네요 영웅을 가지는 재미도 있을듯한데 제가 원하는 영웅을 가지기가 힘드네요 라비 무투가켄 카린 리안나 데스티나 주세요 ㅜㅜ
기이이,1,2018.10.23.,개진짜 주작게임 책갈피얼마를 질러도 다 3성만뜨고 아주그냥 더럽고 빡쳐서 접음
홍기은,5,2018.10.23.,최고의 갓겜탄생          
나생문,1,2018.10.23.,별로 할 말이 없다 
kim s h,5,2018.10.23.,Good
nuar nuo,1,2018.10.23.,유사겜 페그오에도 못비빌 망겜 수집형 게임 패망의 교과서   수집형 게임  이렇게 만들면 망한다  스토리 쓴 작가 누구냐  중간중간 맥 다끊어먹네  장난침  들어간 기술력이 아깝다  최적화는 괜찮은데 그거 빼고 전부 문제네  질떨어지는 편의성  유저가 흑우로 보이냐  운영까지 망쳐주는 센스까지 더하면 정말이지 답이안나온다 결론  3년뒤에 다시와라 애송이
Likethemoon yu,1,2018.10.23.,결제 상품 안들어와서 문의남긴지 지금 3일 지나가는데 처리 존나 안해주네 ㅡ ㅡ
듀듀냐루이,3,2018.10.23.,게임의 난이도 캐릭터 잘 설정해쓰나 과금을 해도 확률 적 으로 뽑는거기때문에 과금에 메리트가 없다 무과금유저는 거의 매리트가 없고 시간마다 주는 보상또한 행동력 만주기에 그시간에 드러가는 이유도 줄고 몬가 특별한 이벤트가 있으면 떡상할듯 예를 들면 특정시간 특정 날짜에 만 나오는 이벤트 몹을답으면 4성을 준다거나 아니면 전걸템을 준다거나
ᄆᄂᄋᄅasdf,1,2018.10.23.,대표적인 한국 양산겜들 시스템에서 안좋은거만 다 따왔다  그 정점은 한번에 하나씩 뽑아야되는 가챠와 그 확률 그러나 게임은 재밌있다  언제나 그렇듯 운영을 말아먹기때문이지  운영이 어떠냐고  스마일게이트다 이상
블루트롤,3,2018.10.23.,자동전투 같은거 말고 펭귄 지속적으로 얻을수 있는 던전이라던가  뽑기 확률업해야할듯   힘들어요
안성우,5,2018.10.23.,굿
사람지나가던,5,2018.10.23.,그래픽도 예쁘고 최적화도 잘 된 오랜만에 마음에 든 게임입니다 반복되는 노가다와 편의성 등의 문제는 앞으로 패치를 통해 고쳐 나갈 수 있다 생각헙니다   만 자꾸 버그가 터지고 그 때 마다 유저들이 떠나는게 안타깝네요  좋은 운영으로 장수하는 게임이 되길 기원합니다 
Google 사용자,5,2018.10.23.,재밌네요
ᄉ구독안하면이사람만남,5,2018.10.23.,ㄱ굳
yg jo,5,2018.10.23.,굿뜨
김준호,5,2018.10.23.,굿
Kyung Jun Oh,1,2018.10.23.,1  외적으로만 그럴싸한 애니메이션  Ui 효과처리  하지만 정작게임은 오류투성이와 도입부 부터 지루하게만드는 반복  노가다의 연속  유저한테 욕하는 기적의 게임 2  기적의 틀딱식 운영  스마게가 왜 까이는지 모른다면 한번쯤 해보는걸 추천 3  누구 뇌에서 나왔는지모르는 가챠시스템  영웅뽑기를했는데 아티펙트라는 카드  장비 착용 과 확률을 공유함  즉 당신이 필요한 영웅을 획득할 수 있는 그 작은확률에서 절반이된다  돈에 미친사람들과 돈이 미치도록 필요한사람이 협력하는 게임
Google 사용자,5,2018.10.23., ㄴㅓl Ｏ1ㅂ       루ㅈ1미히 ㅊㅕ보세요  어떻게 운이 좋고 근처분 사는 사람을 만나서 정말 재밌게  소개팅 하고 왔어요    나이차이도 딱 111살 이구 같은 동네여서 그런지 채팅도 정말 잘 통했네요   어플로 만남이 될꺼란 상상 전혀 안하고 있었는데   소개팅스토리 이렇게 소개 해줄줄은 상상도 못했어요
이준,5,2018.10.23.,GOD
jungook cha,5,2018.10.23.,넘 재밋게하고잇음
Google 사용자,5,2018.10.23.,딱 제가 좋아하는 스타일의 게임이네요  그레픽도 좋고 중간 중간 나오는 애니도 고퀄이고     그런데 사기가 너무 빨리 떨어져요 사기가 줄는 시간을 늦쳐주시면 안됄까요 
Google 사용자,5,2018.10.23.,굿
낌상,1,2018.10.23.,에픽세븐결제했는데 초기화를 해버려서 결제효과가 사라졌네요ㅠㅠ 조치해주실수있나요ㅠㅠ 다시 결제하려구요ㅠㅠ
부앙,1,2018.10.23.,똥칠
Google 사용자,1,2018.10.23.,가챠 진짜 실화냐 ㅋㅋ
JUNSU KIM,4,2018.10.23.,젬있는데 월광이 좌절입니다  제가 운이 없어서 접게 되네요  과금 잘 안하는 편인데  해도 역시   쥬르륵
장희웅,5,2018.10.23.,굿
최강혁,5,2018.10.23.,good
gg g,1,2018.10.23.,문의한거 보긴하나요  문의해도 답않주시네요 매크로 답변이라 다른건 안되나요 
이아영,2,2018.10.23.,자동반복사냥 돌릴때 스테이지부터 알아서 자동으로 돌릴수잇게 해주세요  자동누른 스테이지 끝나면 수동으로 직접 한번더 반복하게 누르고 해야하는거 때문에 자동으로 돌려도 자동돌리는 기분이 안들어요  자동반복 가능한 구간은 스테이지 에서부터 자동으로 돌아가게 해주세요  10회반복  무한반복 이런 시스템 넣어서요  그리고 여전히 뽑기확률 개 똥망  ㅡㅡ 짜증 
잉꼬,5,2018.10.23.,정성입니다 
JUN HEO,4,2018.10.23.,아직잘모루껬음
권문수,4,2018.10.23.,이정도면 국산 양산형 게임 치고 잘 뽑았다 
Google 사용자,3,2018.10.23.,조금만 더 게임플레를 좀더 부드럽게했으면 좋겠어요 두토리얼도 더 많았음 좋겠어요
김민준,1,2018.10.23.,극악의 드랍률 어느정도 진행하고나니 무과금으로서는 더 이상 진행안됨
김진혁,5,2018.10.23.,굿
유희석,5,2018.10.23.,굿
Google 사용자,5,2018.10.23.,현질 너무심하네 스마일게이트 믿었는데    
Teo,5,2018.10.23.,재밌어요 다만 확률을 조금 올려주셨으면 해여   
효준박,2,2018.10.23.,결제 오류좀 빨리 처리해주시죠 ㅡ ㅡ
Google 사용자,1,2018.10.23.,고객센터 지원 처리속도 최악 결제미지급 처리속도 최악 삼류 중국산 게임보다 못한회사 기약없이 답변 기다리는 시간만 일주일 똑같은 내용으로 지내들 회사 양식에 맞게 다시 신청하라는 답변메일 주고 다시 해결받는데 일주일 개 쓰레기 회사
