박사무엘,1,2018.10.24.,그지같네요
이은성,4,2018.10.24.,굳 꿀잼
김승수,5,2018.10.24.,굿  
장동현,5,2018.10.24.,좋아요  건승하세요 
쿵푸,4,2018.10.24.,잼있음 
24k,5,2018.10.24.,아직초보더해봐양
황지환,5,2018.10.24.,온라인 뮤 같네요ㅎㅎ
가을님,5,2018.10.24.,재밋을듯하네여
Google 사용자,5,2018.10.24.,최고
워로드,1,2018.10.24.,웹젠 짱개에 팔았냐  뮤를 이따위로 만든 짱개게임을 가지고 오네
이재원,4,2018.10.24.,렙업빨라좋아여
김동건,4,2018.10.24.,뮤접고 오랜만이예요 잼 있을 것 같아요
김동훈,5,2018.10.24.,ㅇㅅㅇ굿
최최도현,5,2018.10.24.,재미잇네요
Google 사용자,5,2018.10.24.,좋아여
김기식,5,2018.10.24.,잼남
한상욱,4,2018.10.24.,굿이요
임용택,5,2018.10.24.,모든면에서 현존 최고 
Google 사용자,5,2018.10.24.,좋아요
최명진,5,2018.10.24.,잼잇네요 그래픽도 좋고 잼잇어요
Google 사용자,5,2018.10.24.,함 해보세요         
haju lee,5,2018.10.24.,정말 잼있는 운영 잘부탁드립니다 
최재성,5,2018.10.24.,굳도
pettucci john,5,2018.10.23.,모바일게임중 가장재밌게 하고 있습니다    
백제민,5,2018.10.23.,너무 좋아요 할만한 게임이네요 
변영일,5,2018.10.23.,최고
선주형,4,2018.10.23.,잼남
보수히어1,5,2018.10.23.,굿굿
스댕,4,2018.10.23.,239까지 하고 스톱    재미는 있네요 ㅎ
최상익,5,2018.10.23.,굿
김관웅,5,2018.10.23.,넘재미있어요
달몽환,5,2018.10.23.,검은사막 이후 해 보는 썩 맘에드는 겜입니다
Google 사용자,5,2018.10.23.,아주 맘들어요 최고
이치영,3,2018.10.23.,굿
하회정,5,2018.10.23.,재밌네요
정영진,4,2018.10.23.,할만해요
한석진,5,2018.10.23.,잼나요
국윤창,4,2018.10.23.,좋습니다여여여여
송재언,3,2018.10.23.,잔렉이심해요간끔창고에물건들이사라지고 게임로딩이멈추고 한두번도아니고운영좀제대로하세요
강규태,5,2018.10.23.,정말재미g00d
Google 사용자,5,2018.10.23.,좋아요
박재성,5,2018.10.23.,체고
필느낌,3,2018.10.22.,다 좋은데 게임 시스템이 너무 어려움 
Google 사용자,5,2018.10.22.,회고
정상준,5,2018.10.22.,좋네요
Google 사용자,5,2018.10.22.,재미있네요
Google 사용자,5,2018.10.22.,좋습니다
최영환,5,2018.10.22.,재미는 있는데 마검사캐릭은 언제쯤 나오는가요 
Google 사용자,5,2018.10.22.,재밌네요요
신수명,5,2018.10.22.,열심히 하겠습니다
이진현,5,2018.10.22.,어비스가 안들어가지네요
김기홍,3,2018.10.22.,아놔 업뎃후 접속이 안됨 무슨 경우임  에러 코드만뜨네요 빨리 해결해 줘요     
Google 사용자,5,2018.10.22.,굿
Google 사용자,1,2018.10.22.,이벤트할되랑 점검할되 다야도안주는뮤오리진 다른걱임보다 못함
Real Madrid,5,2018.10.22.,C D 
권경민,5,2018.10.22.,최고
민수씨,5,2018.10.22.,잼나요
이동원,5,2018.10.22.,굿
박동혁,5,2018.10.22.,좋음ㅎㅎ
전대운,4,2018.10.22.,굿뮤
박박용준,4,2018.10.22.,굿
정성준,3,2018.10.22.,다른게임보다나아요
Google 사용자,5,2018.10.22.,굿이에요  
정주현,2,2018.10.21.,게임 하다가 중간에 갑자기 멈춰서 많이 불편합니다 게임 중 멈추는 형상오류 수정 부탁드립니다
양양재득,5,2018.10.21.,Good
Google 사용자,5,2018.10.21.,재밋네요
류샹추,4,2018.10.21.,지금까지는 좋아요 
전재건,5,2018.10.21.,굿
박기현,5,2018.10.21.,재미네요
문상원,5,2018.10.21.,올만에 재밌는 겜 하네요
Google 사용자,5,2018.10.21.,굿
ZIG,5,2018.10.21.,좋아요
Google 사용자,4,2018.10.21.,마냥
김성수,4,2018.10.21.,게임이재미있어요
서성호,5,2018.10.21.,잼있어요
조동현,5,2018.10.21.,굿 재밋어용
김석길,5,2018.10.21.,시간이 가는줄 몰라여   
Google 사용자,4,2018.10.21.,굿
최훈,2,2018.10.21.,안해
김진길,5,2018.10.21.,이제시작이라 좀더해볼게요 ㅎ 일단은 할만함
박츼ᅴ은국,2,2018.10.21.,애매함
Google 사용자,5,2018.10.21.,굿
김군철,5,2018.10.21.,좋네요
김창용,5,2018.10.21.,최고 입니다
Google 사용자,5,2018.10.21.,재밋게하고잇어요
Google 사용자,3,2018.10.21.,좋아요
유정은,4,2018.10.21.,댜라르
Google 사용자,5,2018.10.21.,좋아요
Google 사용자,1,2018.10.21.,랭킹에 드는 고렙들이 렙 낮은 케릭을 마구 살상    길드쟁중이라는 핑계 로 몬스터 잡아서 나오는 아이템 독점 하려는데요 밖으로 나가질 못하니 아이템은 꿈도 못꾸네
최최정우,5,2018.10.21.,최고
Jaewoo Lee,5,2018.10.21.,좋아요
김두연,1,2018.10.21.,키프트카드 코드사용 결제하고 다야살려고하니 충전이 안되어잇음 겜이 너무 이상함 구글이랑 연결이ㅜ잘안되시남
고슴도치,1,2018.10.21.,리뷰왜지움 
미니언즈,5,2018.10.21.,굿      
Yigun Kim,5,2018.10.21.,해봐요 일단
방정현,5,2018.10.20.,잼나요
이성만,4,2018.10.20.,재미있네요
Google 사용자,5,2018.10.20.,굿
이효선,5,2018.10.20.,굿
Google 사용자,5,2018.10.20.,좋아요
박종연,5,2018.10.20.,좋아요 코와이네
강만희,4,2018.10.20.,나름 추억의 겜
없음이름,5,2018.10.20.,근래 했던것 중 최고네요
Google 사용자,5,2018.10.20.,재밌네여
박영진,5,2018.10.20.,개재밌네 아템좀도
Google 사용자,5,2018.10.20.,복잡한겜은 아님 나름 재밌음
김태경,5,2018.10.20.,정말 즐겁게 할만한 게임입니다
Google 사용자,4,2018.10.20.,좋아요
Google 사용자,5,2018.10.20.,심심풀이로 좋아 요
Google 사용자,1,2018.10.20.,리니지보다못하다
차용철,5,2018.10.20., 
Google 사용자,5,2018.10.20.,잼남
Google 사용자,5,2018.10.20.,굿
Google 사용자,5,2018.10.20.,good 
이상현,4,2018.10.20.,재밓네요
남이동건,4,2018.10.20.,굿
디렉터욱쓰,5,2018.10.20.,새캐릭으로 복귀했는데 잼나네요
김진태,5,2018.10.19.,재밋네
박형노,5,2018.10.19.,잼나
박진만,5,2018.10.19.,굿굿
송승기,5,2018.10.19.,좋습니다
홍상준,5,2018.10.19.,좋다
최준환,3,2018.10.19.,비슷비슷한게임들이 많음
정흥만,5,2018.10.19.,잼남
Google 사용자,5,2018.10.19.,아주 좋아여 2
최진영,4,2018.10.19.,잼서요
쟁이멋,5,2018.10.19.,최고입니다 아ㅡ구패3ㅠ체루니ㅣ
강창완,3,2018.10.19.,Dd
박진혁,5,2018.10.19.,굿
