은팸독멍 TV 잡동산,5,2018.10.23.,참재미있게하수있네요
ᅮᅮ,3,2018.10.23.,투기장 밸런스좀 맞춰주세요 공격력 100차이만나도 개썰리는구만 글고 렙30이 50 60애들하고 만나는게 말이됨 
muyng ju park,1,2018.10.23.,그래픽은 볼만하다만 운영이 정말 역대급 쓰래기 
남기옥,5,2018.10.23.,재미있는 게임입니다
남자최성 민,5,2018.10.23.,좋아요
박동호,5,2018.10.23.,좋아요
박하랑,5,2018.10.23.,이제 막 주황색아이템들로 넘어가는 단계에 리뷰를 올리지만 게임이 전투력에 막히는 일도 없고 이벤트 덕분에 장비를 수월하게 맞춰가고 있습니다 자동사냥덕분에 레벨업도 천천히 잘 되고 편하게 즐길수 있는 게임이네요 
Google 사용자,4,2018.10.23.,괜찮네요 더욱 발전하는 모습기대할게요
이토순,3,2018.10.23.,노가다인듯노가다아닌듯
Google 사용자,5,2018.10.23.,굿
이동완,3,2018.10.23.,무과금 유저들이 살길은 없나봐요  무과금은 너무 아쉬워 과금도 해보았지만 더이상 현질아닌 상태로는 버티기가 힘든 상태까지 이르렀습니다  게임사측에서는 분명 좋을테지만 처음 검은사막 시작했을때가 생각나는군요  이렇게 좋은 게임이 있을수 있을까         점점 보세요    새로운 게임이 등장하고 등을 돌릴수밖에 없는 돈없는 유저들을요  어느정도의 차등화된 능력치는 이해할수 있지만 점점 도가 지나치고 있음에 안타까울 따름입니다    
Google 사용자,4,2018.10.23.,재미있어요  쾌스트할때 대화 나오는것 빨리 넘겼음해요 
Google 사용자,5,2018.10.23.,좋아
Google 사용자,4,2018.10.23.,검은사막꿀잼입니다
Google 사용자,5,2018.10.22.,재미있습니다
장진,1,2018.10.22.,결제했는대 왜상품 안주냐 욕나오게
안진형,5,2018.10.22.,ㄴㅔＯ1ㅂㅓ      앙톡주0ㅏ ㅊㅕ보세요 이렇게 핫한 채팅어플 써본거는 오랜만입니다    새로운사람 그리고 다양한 사람 덕분에 항상 재밌게 채팅 즐기고 있어요   저번에는 채팅하다가 좀 대화 잘통해서 만남도 해보고요 ㅋㄷㅋㄷ   앞으로도더좋은 사람 많이 만납 볼 수있게 좋은 서비스 잘 부탁드리겠습니다 별점 638점 드러요
정우철,5,2018.10.22.,굳
김성근,3,2018.10.22.,너무봇잡함
Google 사용자,1,2018.10.22.,블랙펄 무력상자 5500원 결제후 완료까지 된상태에서 상품 미지급 다른제품들은 정상으로 들어옴 캐릭터 의상 사려다 펄어비스에서 돈만 쳐드심 개짜증 씨부레
스윗캔디,5,2018.10.22.,렉이 족 ㅁ 걸리는디 재미이5ㅇ ㅁ
곽송운,5,2018.10.22.,굿       
Google 사용자,4,2018.10.22.,굿
김응선,5,2018.10.22.,재밌ㅇㆍㄱ요
이정훈,5,2018.10.22.,굿
Google 사용자,5,2018.10.22.,갓게임 좋아요
서성은,5,2018.10.22.,굿굿   
Google 사용자,4,2018.10.22.,자동의뢰진행 중지는 어떻게 안되나요   
박부건,5,2018.10.22.,좋아요
임진범,5,2018.10.22.,잼씀
송대윤,1,2018.10.22.,노오답 퍼럽
곽ᄋ,4,2018.10.22.,게임 잘하고잇는데 33000원짜리 65 67보상 삿는데 결제는 됏는데 아이템이 안들어와서 고객센터 문의까지해놧는데 왜이렇게 오래걸리나요    빠른처리좀요
Google 사용자,5,2018.10.22.,천천히 하면 재미남 그래픽이 최고임
박건우,1,2018.10.22.,앞으로 유저들간에 다양한 상호작용이 가능한 컨텐츠를 제공 부탁드립니다 
안기성,5,2018.10.22.,보스만같다하면바로 팅기고 재입장이 안돼네요 지금 몃일째계속 그럽니다
Google 사용자,1,2018.10.22.,자동퀘스트 하루하고나니 버튼자체가없어짐
Google 사용자,1,2018.10.22.,컨텐츠가오픈후랑차이가없다  캐릭만나올뿐 최강존버게임 초밥왕
민성진,1,2018.10.22.,현질유도는 거의 끝판왕 다음임ㅋㅋ 끝판왕은 당근 리니지m이고 패키지 팔아먹느라 정신없음ㅋㅋ그렇게 팔아 처묵는데도 매출순위 떨어짐ㅋㅋ멍청하네 운영진들
장현우,5,2018.10.22.,아주좋음
이철이,1,2018.10.22.,식상해요필드에서자유롭게사냥할수있게해주시고몹랩도 표시해주시고피케이도자유롭게해주시고광석같은거없에주시고주문서로강화할수있게해주세영   문제점이많이있지만이것부터먼저해주삼   휴기남겨도않해줄거지많   
김성원,5,2018.10.22.,별점5개 주면 초밥주나요 
템빨신,1,2018.10.22.,ㅋㅋㅋ 좆어비스 알약 통수치니까 가뜩이나 없는 유저 더 빠져나가보네 최대한 미루던 서버이전한다고 지랄하고 ㅋㅋ
Google 사용자,2,2018.10.22.,ㅛ
Google 사용자,5,2018.10.22.,굿밤
이정훈,5,2018.10.22.,굳 잼
Google 사용자,4,2018.10.22.,자동사냥 기능을 사용하다가 레벨30 이 넘으니깐 자동사냥 클릭하는 부분이 사라짐  왜 그런거임 
신나래,5,2018.10.22.,너무 잼있네용    ㅎㅎㅎ
정충효,3,2018.10.22.,ssssss
박문규,5,2018.10.22.,굿
이동구,5,2018.10.22.,좋아요 
skull Lady,1,2018.10.22.,게임하고싶어서들어가면 렉걸려서 게임을못하네요 여가생활즐기려고 게임하는건데 오히려 스트레스만받네요 접속해서 영지만들어가면 나가지지도않고 창도안눌러지고 지원되지않는컨텐츠라고만뜨고 몇일만더지켜보다가 계속이러면 손절해야겠네요  
이용성,4,2018.10.22.,좋아요
Google 사용자,5,2018.10.21.,무과금이나 소과금으로도 충분히 즐길만 하나 갈수록 컨텐츠의 부족함이 느껴진다  자사 아니면 토벌   아직 길드생활은 안해봐서 모르겠지만 혼자하기에는 약간 심심함을 느낄 수 있을듯 하다  애정이 가는 캐릭터 열심히 키운다는 생각으로하면 만족하며 할 수 있을듯 
Google 사용자,5,2018.10.21.,굿
고은빈,4,2018.10.21.,메인퀘스트 진행시 이동 던전입장할따 화면 꺼짐현상  화면이 꺼매지더니 아무런 작동도 안되고  멈춥니다  갤럭시노트9인데  렉인가요  ㅠㅠ
장기철,4,2018.10.21.,스토리 괜찮네요
Google 사용자,5,2018.10.21.,굿
Google 사용자,5,2018.10.21.,혹시 이게임 2GB로 돌아가나요 
